timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1654177096502,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-11,,true,,193,1215,22,22,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177096503,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-11,text,true,,5069,960,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096523,2,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-15,text,true,,3925,854,22,22,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177096577,2,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-19,text,true,,5762,727,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,1
1654177096798,1,Home,200,OK,Thread Group 1-4,text,true,,1516,391,23,23,http://localhost:8080/jpetstore/,0,0,0
1654177096798,0,Home-0,302,Found,Thread Group 1-4,,true,,146,195,23,23,http://localhost:8080/jpetstore,0,0,0
1654177096798,1,Home-1,200,OK,Thread Group 1-4,text,true,,1370,196,23,23,http://localhost:8080/jpetstore/,1,0,0
1654177096895,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-8,text,true,,5255,1693,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096895,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-8,,true,,333,851,23,23,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177096896,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-8,text,true,,4922,842,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096941,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-12,text,true,,5262,2175,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096941,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-12,,true,,193,1215,23,23,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177096942,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-12,text,true,,5069,960,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096952,2,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-20,text,true,,5762,727,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,1
1654177097009,2,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-16,text,true,,3925,854,23,23,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177097147,2,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,218,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177097192,1,Home,200,OK,Thread Group 1-5,text,true,,1516,391,24,24,http://localhost:8080/jpetstore/,1,0,0
1654177097192,1,Home-0,302,Found,Thread Group 1-5,,true,,146,195,24,24,http://localhost:8080/jpetstore,1,0,0
1654177097193,0,Home-1,200,OK,Thread Group 1-5,text,true,,1370,196,24,24,http://localhost:8080/jpetstore/,0,0,0
1654177097193,1,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-9,text,true,,5255,1693,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177097193,0,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-9,,true,,333,851,24,24,http://localhost:8080/jpetstore/actions/Account.action?signoff=,0,0,0
1654177097193,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-9,text,true,,4922,842,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097238,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-13,text,true,,5262,2175,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097238,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-13,,true,,193,1215,24,24,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177097239,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-13,text,true,,5069,960,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097353,1,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-17,text,true,,3921,854,24,24,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177097354,1,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-21,text,true,,5762,727,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,1
1654177097604,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-10,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097604,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-10,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177097605,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-10,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097649,1,Home,200,OK,Thread Group 1-6,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177097649,0,Home-0,302,Found,Thread Group 1-6,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177097650,0,Home-1,200,OK,Thread Group 1-6,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177097712,2,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177097713,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-14,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097713,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-14,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177097714,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-14,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097723,2,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-18,text,true,,3925,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177097747,1,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-22,text,true,,5762,727,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177097887,1,Home,200,OK,Thread Group 1-7,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177097887,1,Home-0,302,Found,Thread Group 1-7,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1654177097888,0,Home-1,200,OK,Thread Group 1-7,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177098009,1,Main Catalog,200,OK,Thread Group 1-3,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098040,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-11,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098040,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-11,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177098041,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-11,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098078,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-15,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177098078,2,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-15,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1654177098080,0,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-15,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177098174,2,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-19,text,true,,3921,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177098184,1,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-23,text,true,,5762,727,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098327,2,Main Catalog,200,OK,Thread Group 1-4,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177098496,1,Home,200,OK,Thread Group 1-8,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177098496,1,Home-0,302,Found,Thread Group 1-8,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1654177098497,0,Home-1,200,OK,Thread Group 1-8,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177098507,1,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-20,text,true,,3925,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177098540,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-12,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098540,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-12,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177098541,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-12,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098566,1,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-16,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098566,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-16,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177098567,0,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-16,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177098583,1,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-24,text,true,,5762,727,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,1
1654177098737,2,Sign in,200,OK,Thread Group 1-1,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177098780,1,Main Catalog,200,OK,Thread Group 1-5,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098788,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-13,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098788,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-13,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177098789,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-13,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177098792,0,Home,200,OK,Thread Group 1-9,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177098792,0,Home-0,302,Found,Thread Group 1-9,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177098792,0,Home-1,200,OK,Thread Group 1-9,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177098936,1,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-21,text,true,,3921,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177098954,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-17,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177098954,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-17,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177098955,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-17,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099029,2,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-25,text,true,,5762,727,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,1
1654177099164,1,Home,200,OK,Thread Group 1-10,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177099164,0,Home-0,302,Found,Thread Group 1-10,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177099164,1,Home-1,200,OK,Thread Group 1-10,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177099224,1,Main Catalog,200,OK,Thread Group 1-6,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099228,1,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-18,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177099228,0,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-18,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,0,0,0
1654177099228,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-18,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099272,1,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-14,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099272,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-14,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177099273,0,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-14,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177099296,1,Sign in,200,OK,Thread Group 1-2,text,true,,3921,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177099312,1,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-22,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177099428,1,Main Catalog,200,OK,Thread Group 1-7,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099572,1,Sign in,200,OK,Thread Group 1-3,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177099612,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-15,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099612,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-15,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177099613,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-15,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099641,0,Home,200,OK,Thread Group 1-11,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177099641,0,Home-0,302,Found,Thread Group 1-11,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177099641,0,Home-1,200,OK,Thread Group 1-11,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177099730,3,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-19,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177099730,2,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-19,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1654177099732,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-19,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177099754,2,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-23,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177099881,1,Sign in,200,OK,Thread Group 1-4,text,true,,3925,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177100053,1,Main Catalog,200,OK,Thread Group 1-8,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100068,1,Home,200,OK,Thread Group 1-12,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177100068,0,Home-0,302,Found,Thread Group 1-12,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177100068,1,Home-1,200,OK,Thread Group 1-12,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177100082,3,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-20,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177100082,2,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-20,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1654177100084,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-20,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100093,1,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-16,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177100093,0,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-16,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,0,0,0
1654177100093,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-16,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100102,0,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-24,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,0,0,0
1654177100294,1,Main Catalog,200,OK,Thread Group 1-9,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100317,0,Sign in,200,OK,Thread Group 1-5,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,0,0,0
1654177100387,1,Home,200,OK,Thread Group 1-13,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177100387,0,Home-0,302,Found,Thread Group 1-13,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177100387,1,Home-1,200,OK,Thread Group 1-13,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177100460,1,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-17,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100460,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-17,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177100461,0,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-17,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177100535,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-21,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100535,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-21,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177100536,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-21,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100544,1,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-25,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177100693,1,Main Catalog,200,OK,Thread Group 1-10,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100736,1,Sign in,200,OK,Thread Group 1-6,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177100774,1,Home,200,OK,Thread Group 1-14,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177100774,1,Home-0,302,Found,Thread Group 1-14,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1654177100775,0,Home-1,200,OK,Thread Group 1-14,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177100805,1,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-18,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177100805,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-18,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177100806,0,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-18,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177100894,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-22,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177100894,2,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-22,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1654177100896,0,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-22,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177101022,2,Sign in,200,OK,Thread Group 1-7,text,true,,3925,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177101155,1,Home,200,OK,Thread Group 1-15,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177101155,0,Home-0,302,Found,Thread Group 1-15,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177101155,1,Home-1,200,OK,Thread Group 1-15,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177101180,1,Main Catalog,200,OK,Thread Group 1-11,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101247,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-19,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101247,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-19,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177101248,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-19,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101299,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-23,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101299,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-23,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177101300,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-23,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101603,1,Main Catalog,200,OK,Thread Group 1-12,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101606,1,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-24,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101606,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-24,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177101607,0,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-24,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177101629,1,Home,200,OK,Thread Group 1-16,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177101629,1,Home-0,302,Found,Thread Group 1-16,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1654177101630,0,Home-1,200,OK,Thread Group 1-16,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177101651,2,Sign in,200,OK,Thread Group 1-8,text,true,,3919,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1654177101664,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-20,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101664,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-20,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177101665,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-20,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177101854,1,Sign in,200,OK,Thread Group 1-9,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177101929,1,Main Catalog,200,OK,Thread Group 1-13,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177102041,1,Home,200,OK,Thread Group 1-17,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1654177102041,0,Home-0,302,Found,Thread Group 1-17,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1654177102041,1,Home-1,200,OK,Thread Group 1-17,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177102090,1,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-25,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177102090,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-25,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177102091,0,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-25,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177102089,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-21,text,true,,5255,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177102089,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-21,,true,,333,851,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177102091,0,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-21,text,true,,4922,842,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177102256,1,Sign in,200,OK,Thread Group 1-10,text,true,,3923,854,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177102282,1,Main Catalog,200,OK,Thread Group 1-14,text,true,,4832,218,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177102363,2,Login,200,OK,Thread Group 1-1,text,true,,5262,2175,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177102363,1,Login-0,302,Found,Thread Group 1-1,,true,,193,1215,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177102365,0,Login-1,200,OK,Thread Group 1-1,text,true,,5069,960,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1654177102391,1,Home,200,OK,Thread Group 1-18,text,true,,1516,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1654177102391,1,Home-0,302,Found,Thread Group 1-18,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1654177102392,0,Home-1,200,OK,Thread Group 1-18,text,true,,1370,196,25,25,http://localhost:8080/jpetstore/,0,0,0
