timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1654177095790,2,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-17,text,true,,5762,727,20,20,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177096087,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-10,text,true,,5262,2175,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096087,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-6,text,true,,5255,1693,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096087,1,/jpetstore/actions/Account.action-99-0,302,Found,Thread Group 1-10,,true,,193,1215,21,21,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1654177096087,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-6,,true,,333,851,21,21,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177096088,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-6,text,true,,4922,842,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096088,1,/jpetstore/actions/Account.action-99-1,200,OK,Thread Group 1-10,text,true,,5069,960,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096129,1,Home,200,OK,Thread Group 1-2,text,true,,1516,391,21,21,http://localhost:8080/jpetstore/,1,0,0
1654177096129,1,Home-0,302,Found,Thread Group 1-2,,true,,146,195,21,21,http://localhost:8080/jpetstore,1,0,0
1654177096130,0,Home-1,200,OK,Thread Group 1-2,text,true,,1370,196,21,21,http://localhost:8080/jpetstore/,0,0,0
1654177096172,1,/jpetstore/actions/Account.action-98,200,OK,Thread Group 1-14,text,true,,3925,854,21,21,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1654177096201,2,/jpetstore/actions/Catalog.action-97,200,OK,Thread Group 1-18,text,true,,5762,727,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1654177096292,2,/jpetstore/actions/Account.action-101,200,OK,Thread Group 1-7,text,true,,5255,1693,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096292,1,/jpetstore/actions/Account.action-101-0,302,Found,Thread Group 1-7,,true,,333,851,22,22,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1654177096293,1,/jpetstore/actions/Account.action-101-1,200,OK,Thread Group 1-7,text,true,,4922,842,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1654177096445,2,Home,200,OK,Thread Group 1-3,text,true,,1516,391,22,22,http://localhost:8080/jpetstore/,1,0,0
1654177096445,1,Home-0,302,Found,Thread Group 1-3,,true,,146,195,22,22,http://localhost:8080/jpetstore,1,0,0
1654177096446,1,Home-1,200,OK,Thread Group 1-3,text,true,,1370,196,22,22,http://localhost:8080/jpetstore/,1,0,0
1654177096502,2,/jpetstore/actions/Account.action-99,200,OK,Thread Group 1-11,text,true,,5262,2175,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
